Model,Acc (%),Prec-macro (%),Recall-macro (%),F1-macro (%),F1-weighted (%),AUC (%),RCA (%),MRR (%),NDCG@5 (%),APD,Time (ms),Params (K),Size (MB),CPU (%),FLOPs (MFLOPs)
Ours,98.6153096050707,97.20164380951844,95.8289439745834,96.28273530913243,98.58396231073483,99.93027608894646,100.0,100.0,98.21205148376418,1.0,14.634465962023574,63.643,0.24277877807617188,24.3,45.71809
